0x0aa97fab4128e69687fc8271736ed4c7dca32d5d,2,9077096746406196982495799573
0x5c3ff577909615beddf5ca49806f8823c9ba4782,7,100000000000000000000000000
0x4551ce09a7a59abc8cf98e29beb042fc45059580,8,10109000000000000000000000000
0x68d0480985c192e73b1a59a8924187dbf074dd1a,11,30100000000000000000000000000
0xb11f153014ab0bcd79eb5706c4eed48a8a208720,12,20021000000000000000000000000
0x85caf262ddfb5f6031f7eed0f2c781312445afc9,13,2000000000000000000000000000
0x41499d1154850d987fb6c6e3e4824df4b5013cf1,15,4000000000000000000000000000
0x7e90802e5426c8a88e1b83dc4088efea1223a46f,20,20097303692307691650000000000
0x27fb7face810546da5081a54545c7aa4af6e0e63,25,750031500000000000000000000
0x12bf243b63cc1c837b01675f1c94b88d51ff76af,27,100000000000000000000000000
0x1abc2cd68159d22fa514e70d2eb452c42e8a187a,28,18300000000000000000000000000
0x34affbbd4392389b489ebb700a8f4eb6d7147fa9,30,32167010000000000000000000000
0x220780b661154e7dd875cbfec3a0bc028654d064,31,32500000000000000000000000000
0x1787e998d5ee16e7b34dfdb2de6bd636e6aec9cb,32,10280427762005490479509513416
0xec07ec032cea5d6fb15a42704510cb0e4291c8f9,33,746134310039893790231457984
0x8d22ac787e6067ab1a4a396cd150ff20738b4194,34,12469998335158135796058496500
0xaf144d6459706b926b23b301965683e9c4ba57c7,35,168533823378699883000000000000
0x9ff9d7adeb136a4c5c70aac0e26193b0ab123595,37,29143648834387156355010318653
0xc0b5c8ebba45b113c3f19b91da1ebcd31d271c48,39,6024579285844170760295327559
0x4c4e6b046852b62955a5b532df030489a8a500ce,43,18367397320420124129514904182
0x65c62263ab130768f1245ebe63c5932ac556306a,47,4731699500000000000000000000
0xebca790bebf9cbc8b1a702a058394b7ff3899863,48,14762284969305069483995310925
0x93aa4410b17f59821e77240532671381ab973a3b,51,668588966728754311760222
0x72dd281ccdf316290ece69a1353a01546456f588,54,37555031855450936724204285392
0xff6b7b9d1c293c9827d01841e400fc5bf2dbacee,58,2000000000000000000000000000
0x599982dbeb3d21bdfe298a34141414a824d0f9df,59,129203691634530108700000000000
0xe94bc182a74de5eed92e836bbda3811744730954,79,14846750347550645847722460648
